,Price,Posting_Date,URL,Description,Rooms_and_Sqft,Nearby_Location
900,$775,Wed 13 Nov 11:17:23 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-fully-furnished-student/7006226467.html,Fully Furnished Student Apartments in University City,1br -, (4030 Baring Street)
901,$1895,Wed 13 Nov 10:38:05 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7019215402.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
902,$550,Wed 13 Nov 10:05:17 AM,https://philadelphia.craigslist.org/roo/d/philadelphia-room-in-newly-remodeled/7001868171.html,"Room in Newly Remodeled, Furnished House near Drexel & UPenn",1350ft2 -, (Philadelphia)
903,$1889,Wed 13 Nov 09:36:45 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-1-bedroom/7017804252.html,Beautiful 1 Bedroom Available NOW!,"1br -
                    651ft2 -",
904,$70000,Wed 13 Nov 09:30:57 AM,https://philadelphia.craigslist.org/reb/d/philadelphia-off-market-land-for-sale/7019169080.html,OFF MARKET LAND FOR SALE,1600ft2 -, (Philadelphia)
905,$1895,Wed 13 Nov 09:02:04 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7019152736.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
906,$43000,Wed 13 Nov 08:48:00 AM,https://philadelphia.craigslist.org/reo/d/philadelphia-mantua-rehab/7003716143.html,**MANTUA REHAB*****,1050ft2 -, (Mantua)
907,$950,Wed 13 Nov 08:42:24 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-camelot-apartments-w-flrs/7000614697.html,"Camelot Apartments - H/w Flrs, Lg. Closets, & Walk to Drexel Campus!",550ft2 -, (University City / Powelton Village)
908,$600,Tue 12 Nov 11:43:38 PM,https://philadelphia.craigslist.org/off/d/philadelphia-professional-office-space/7019063991.html,ð¨âð¼Professional ð£Office Space,, (Mantua area of West Philadelphia)
909,$1200,Tue 12 Nov 08:24:54 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-two-bedroom-row-home-with/7018992601.html,â TWO BEDROOM ROW HOME WITH YARD IN UNIVERSITY CITY!,"2br -
                    900ft2 -"," (424 N Wiota St, Philadelphia, PA)"
910,$1225,Tue 12 Nov 06:51:40 PM,https://philadelphia.craigslist.org/apa/d/large-1-bedroom-apt-in-university-city/7018943696.html,Large 1 Bedroom Apt in University City,1br -, (S. 43rd & Osage Streets)
911,$1200,Tue 12 Nov 06:48:35 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-university-city-2bd-1ba/7018941998.html,â¤ï¸ University City 2Bd/1Ba with FRONT PORCH & YARD!,"2br -
                    900ft2 -", (424 N Wiota St)
912,$1200,Tue 12 Nov 06:48:46 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-university-city-2bd-1ba/7018942097.html,â¤ï¸ University City 2Bd/1Ba with FRONT PORCH & YARD!,"2br -
                    900ft2 -", (424 N Wiota St)
913,$1750,Tue 12 Nov 06:22:28 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-alluring-2bd-1ba-great/7018926459.html,Alluring 2BD/1BA w. Great Kitchen Appliances - West Powelton,2br -, (West Powelton)
914,$1200,Tue 12 Nov 05:29:44 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-two-bedroom-home-with/7018892380.html,ð TWO BEDROOM HOME WITH SPACIOUS LIVING AREA & BEDROOMS!,"2br -
                    900ft2 -"," (424 N Wiota St, Philadelphia, PA)"
915,$1215,Tue 12 Nov 05:14:03 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-amazing-studio-with-new/7018881149.html,Amazing Studio with New Kitchen Available in University City,, (University City)
916,$1225,Tue 12 Nov 04:36:46 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-studio-with-new/7018853499.html,"Great Studio with New Kitchen, Huge Windows & Pet Friendly",, (University City)
917,$550,Tue 12 Nov 04:22:06 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-bedroom-in-4-bed-2/7018803448.html,"LUXURY BEDROOM in a 4 bed 2 ba apt, C/A, W/D & MORE!4001 Baring St #1",4br -, (4001 Baring St>UPenn>Drexel>West Powelton>Philadelphia)
918,$3795,Tue 12 Nov 04:11:29 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-university-city-off-campus/7018818356.html,UNIVERSITY CITY!! OFF CAMPUS HOUSING!! #GoHamCo ð¤,"3br -
                    1310ft2 -", (101 S. 39th Street - UPENN)
919,$1695,Tue 12 Nov 04:10:33 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-cool-location-avail-now/7018833230.html,Cool Location! Avail. NOW: Splendid 2BD w. W/D Accessible,2br -, (University City)
920,$1695,Tue 12 Nov 04:09:58 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-move-in-ready-unbeatable-2/7018832744.html,Move in READY: Unbeatable 2-Bedroom with Lovely Details,2br -, (University City)
921,$3095,Tue 12 Nov 03:49:25 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-yayyy-hamco-is-here/7018816597.html,ð¤ð»ð¤ð» YAYYY!! HAMCO IS HERE! ð¤ð»ð¤ð»,"2br -
                    1100ft2 -", (101 S. 39th Street - University City)
922,$3095,Tue 12 Nov 03:48:05 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-hey-upenn-hey-upenn-hey/7018815513.html,"HEY UPENN, HEY UPENN, HEY UPENN!! ðð","2br -
                    1100ft2 -", (101 S. 39th Street - University City)
923,$1150,Tue 12 Nov 03:46:08 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-excellent-2-bed-1-bath-apt/7018803470.html,"EXCELLENT 2 BED 1 BATH APT! H/W FLOOR, A/C & MORE! 4034 BARING ST",2br -, (4034 Baring St>DrexelU>UPenn>Philadelphia)
924,$5895,Tue 12 Nov 03:43:06 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-hamco-convenient-to/7018811632.html,HamCo: Convenient To Everywhere & Perfect [[FOR YOU]],"5br -
                    1610ft2 -", (101 S. 39th Street - UPENN)
925,$409900,Tue 12 Nov 03:40:47 PM,https://philadelphia.craigslist.org/reb/d/philadelphia-best-deal-captivating/7018805655.html,Best Deal! Captivating Multi-Unit Bldg in Belmont w. Garage- MUST SEE,, (Belmont)
926,$50000,Tue 12 Nov 03:18:25 PM,https://philadelphia.craigslist.org/reo/d/philadelphia-crazy-low-price/7018791567.html,Crazy Low Price!!!,, (42xx Westminster)
927,$3095,Tue 12 Nov 03:15:36 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-want-to-see-whats-new/7018789303.html,Want To See What's New?,"2br -
                    1100ft2 -", (101 S. 39th Street - University City)
928,$5145,Tue 12 Nov 03:13:35 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-5-reasons-why-you-should/7018787610.html,5 REASONS WHY YOU SHOULD LIVE AT HAMCO,"4br -
                    1540ft2 -", (101 S. 39th Street - University City)
929,$3095,Tue 12 Nov 03:11:02 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-upenn-off-campus-checklist/7018785557.html,UPENN OFF-CAMPUS CHECKLISTâ¦. ââ,"2br -
                    1100ft2 -", (101 S. 39th Street - UPENN)
930,$3140,Tue 12 Nov 02:52:51 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-2-bedroom-penthouse-1/7017323290.html,2- Bedroom Penthouse 1- month Free Philadelphia- Skyline View,"2br -
                    958ft2 -",
931,$750,Tue 12 Nov 02:47:31 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-perfect-convenient-quiet/7018757282.html,Perfect convenient--quiet location!!,3br -,
932,$3095,Tue 12 Nov 02:06:48 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-whoa-whoa/7018731870.html,"WHOA, WHOAâ¦","2br -
                    1100ft2 -", (101 S. 39th Street - University City)
933,$5145,Tue 12 Nov 01:56:46 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-hey-penn-students-time-to/7018723236.html,ðð» HEY PENN STUDENTS ðð»  TIME TO MAKE THE MOVE TO HAMCO,"4br -
                    1540ft2 -", (101 S. 39th Street - University City)
934,$3795,Tue 12 Nov 01:55:16 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-ready-set-hamco/7018721951.html,"Ready, Set, HAMCO","3br -
                    1310ft2 -", (101 S. 39th Street - UPENN)
935,$1895,Tue 12 Nov 01:52:28 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7018719556.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
936,$1914,Tue 12 Nov 01:51:31 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bedroom-university-city/7018718761.html,"1- Bedroom University City, Philadelphia Close to Hospitals/ CHOP","1br -
                    696ft2 -",
937,$1250,Tue 12 Nov 01:36:44 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-sun-drenched-4-bed-1-bath/7018696780.html,"SUN DRENCHED 4 BED 1 BATH! C/A, W/D, H/W FLOOR & MORE! CALL NOW!!!!!!!",4br -, (621 N 33rd St>POWELTON>DREXEL>UPENN)
938,$94900,Tue 12 Nov 01:34:28 PM,https://philadelphia.craigslist.org/reo/d/philadelphia-fix-flip-or-rent-buyers/7018703590.html,Fix & Flip or Rent â Buyerâs Choice!!!,"5br -
                    1830ft2 -"," (3938 Aspen St, Philadelphia, PA 19104)"
939,$1099,Tue 12 Nov 01:26:45 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-price-drop-drexel-upenn-2/7018696800.html,"PRICE DROP! DREXEL/UPENN 2 Bed 1 Bath w/W/D, C/A & MORE!!",2br -, (3407 Wallace St > DREXEL > UNIVERSITY CITY)
940,$1685,Tue 12 Nov 01:08:22 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-studio-apartment-amazing/7018680488.html,"Studio Apartment, Amazing Value! Close to CHOP, Drexel, Penn",427ft2 -,
941,$3140,Tue 12 Nov 01:03:36 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-2-bedroom/7018675993.html,1- Month Free: 2- Bedroom Penthouse Philadelphia,"2br -
                    958ft2 -",
942,$1665,Tue 12 Nov 12:48:29 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-november-free-jr-1-bedroom/7018662837.html,November Free! Jr. 1 Bedroom University City Philadelphia,582ft2 -,
943,$1990,Tue 12 Nov 12:40:51 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bedroom-university-city/7017342830.html,"1- Bedroom University City, 1- Month Free Close to Hospitals/ CHOP","1br -
                    752ft2 -",
944,$1150,Tue 12 Nov 12:40:55 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-excellent-2-bed-1-bath-apt/7018581012.html,"EXCELLENT 2 BED 1 BATH APT! H/W FLOOR, A/C & MORE! 4034 BARING ST",2br -, (4034 Baring St>DrexelU>UPenn>Philadelphia)
945,$2700,Tue 12 Nov 12:01:55 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-apartment-with-stainless/7018562756.html,"Apartment with Stainless Steel Appliances, Parking Available, Tile Bac","4br -
                    1800ft2 -", (University City)
946,$3109,Tue 12 Nov 11:17:54 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-2-bedroom/7018583432.html,Beautiful 2 bedroom! Private rooftop lounge with two fire pits!,"2br -
                    1009ft2 -",
947,$1800,Tue 12 Nov 11:10:38 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-renovated-3br-1ba/7018577501.html,Newly Renovated 3br/1ba w/ loft in Spruce Hill,3br -, (UPENN/ University City/ Clark Park/Spruce Hill)
948,$1895,Tue 12 Nov 10:24:36 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7018541537.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
949,$1685,Tue 12 Nov 10:20:55 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for/7016956250.html,1 Month Free rent for leases 6 months or more for November 2019,427ft2 -,
950,$2279,Tue 12 Nov 09:29:54 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-moveable-kitchen-islands/7018504323.html,"Moveable kitchen islands, Deck with beautiful landscaping, Fire Pit","1br -
                    545ft2 -",
951,$1895,Mon 11 Nov 05:59:33 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7018234937.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
952,$1900,Mon 11 Nov 05:05:11 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-4-bedroom-duplex/7018196110.html,4 Bedroom Duplex,"4br -
                    2000ft2 -"," (Powelton Village, Philadelphia)"
953,$1200,Mon 11 Nov 03:54:18 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-best-value-row-home-in/7018141697.html,ð BEST VALUE ROW HOME IN WEST POWELTON VILLAGE!,"2br -
                    900ft2 -"," (424 N Wiota St, Philadelphia, PA)"
954,$1895,Mon 11 Nov 03:37:01 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7018127648.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
955,$3795,Mon 11 Nov 03:09:23 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-fomo-alert-click-here/7018104567.html,:: FOMO ALERT ::  CLICK HERE,"3br -
                    1310ft2 -", (101 S. 39th Street - University City)
956,$3095,Mon 11 Nov 03:05:58 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-you-asked-we-delivered/7018101817.html,You [ASKED]    ð¥   We [Delivered]    ð¥  HamCo Is Here For You!   ð¥,"2br -
                    1100ft2 -", (101 S. 39th Street - University City)
957,$3795,Mon 11 Nov 03:03:19 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-prevent-the-burn-out-come/7018099452.html,Prevent the burn out â¦.  Come to HAMCO ð¥ð¥,"3br -
                    1310ft2 -", (101 S. 39th Street - UPENN)
958,$1150,Mon 11 Nov 03:01:02 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-excellent-2-bed-1-bath-apt/7018054489.html,"EXCELLENT 2 BED 1 BATH APT! H/W FLOOR, A/C & MORE! 4034 BARING ST",2br -, (4034 Baring St>DrexelU>UPenn>Philadelphia)
959,$3109,Mon 11 Nov 03:01:41 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-yoga-studio-business/7018098069.html,"Yoga studio, Business Center, Outdoor grilling area","2br -
                    1009ft2 -",
960,$5895,Mon 11 Nov 03:01:57 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-hamco-just-got-waaaaaaaay/7018098317.html,HamCo just got WAAAAAAAAY better! ð¯,"5br -
                    1610ft2 -", (101 S. 39th Street - University City)
961,$3095,Mon 11 Nov 02:58:31 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-big-news-hamco/7018095422.html,ð¯ BIG NEWS: HamCo,"2br -
                    1100ft2 -", (101 S. 39th Street - UPENN)
962,$5895,Mon 11 Nov 02:55:51 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-check-out-hamco-things-are/7018093193.html,ð¥ð¥Check out HamCoâ¦ Things are HEATING UPð¥ð¥,"5br -
                    1610ft2 -", (101 S. 39th Street - University City)
963,$3095,Mon 11 Nov 02:53:14 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-flash-listing-click-for/7018091039.html,â¡ï¸::FLASH LISTING:: â¡ï¸Click For The Details,"2br -
                    1100ft2 -", (101 S. 39th Street - UPENN)
964,$3795,Mon 11 Nov 02:50:05 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-hamilton-court-is/7018088334.html,ðð Hamilton Court Is,"3br -
                    1310ft2 -", (101 S. 39th Street - University City)
965,$5145,Mon 11 Nov 02:47:26 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-dont-gamble-on-your-living/7018086155.html,Donât Gamble ð² ð² On Your Living Situation [Click Here],"4br -
                    1540ft2 -", (101 S. 39th Street - University City)
966,$94900,Mon 11 Nov 02:49:00 PM,https://philadelphia.craigslist.org/reo/d/philadelphia-easy-money-with-this-rehab/7018087436.html,Easy Money with this Rehab Deal!!!!!,"5br -
                    1830ft2 -"," (3938 Aspen St, Philadelphia, PA 19104)"
967,$3795,Mon 11 Nov 02:45:19 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-penn-alert-hamco-is-now/7018084380.html,ð::  PENN ALERT:: ð HamCo Is Now Leasing,"3br -
                    1310ft2 -", (101 S. 39th Street - University City)
968,$5145,Mon 11 Nov 02:43:09 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-penn-click-here-while-you/7018082526.html,PENN - CLICK HERE WHILE YOU STILL CAN,"4br -
                    1540ft2 -", (101 S. 39th Street - University City)
969,$1295,Mon 11 Nov 01:12:56 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-4br-house-located-in-west/7018000634.html,4BR House Located in West Philadelphia!!,4br -, (Philadelphia)
970,$1275,Mon 11 Nov 12:55:52 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-cozy-studio-1-bathroom-new/7017984392.html,Cozy Studio/1-Bathroom w. New Kitchen- November 15 Move in!,, (University City)
971,$1200,Mon 11 Nov 12:30:22 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-ready-to-welcome-you/7017959262.html,Ready to Welcome you: Massive 1BD/1BA Apt with Cozy Kitchen,1br -, (University City)
972,$1000,Mon 11 Nov 10:41:02 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-avail-now-ideal-2bd-with/7017865683.html,Avail. Now: Ideal 2BD with New Hardwoods & Porch - West Philly,2br -, (West Philadelphia)
973,$600,Mon 11 Nov 10:27:51 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-cute-one-bedroom-updated/7017792793.html,*Cute One Bedroom *Updated Kitchen *Beautiful House!,257ft2 -," (Philadelphia, PA)"
974,$1895,Mon 11 Nov 10:15:01 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7017845897.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
975,$409900,Mon 11 Nov 09:38:44 AM,https://philadelphia.craigslist.org/reb/d/philadelphia-near-famous-spots-radiant/7017816711.html,Near Famous Spots! Radiant 5-Unit Bldg w. Private Garage - Belmont,, (Belmont)
976,$1950,Mon 11 Nov 09:29:19 AM,https://philadelphia.craigslist.org/off/d/philadelphia-avail-immediately/7017817056.html,Avail. Immediately: Unbeatable 1st-floor Corner Comm Space with BSMNT,, (PHILADELPHIA)
977,$1889,Mon 11 Nov 09:11:18 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-terrace-garden-internet/7016283770.html,"Terrace garden, Internet cafe, Secure underground parking available","1br -
                    651ft2 -",
978,$1895,Mon 11 Nov 08:28:18 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7017782819.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
979,$1750,Mon 11 Nov 08:26:19 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-must-see-chic-2-bed-1-bath/7017781959.html,Must See: Chic 2-Bed/1-Bath w/ Lovely Kitchen - Steps to Bus Stationsi,2br -, (West Powelton)
980,$670,Mon 11 Nov 08:02:29 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-furnished-bedroom-in/7017772780.html,Furnished Bedroom in Graduate Student Housing,," (University City, Philadelphia)"
981,$1800,Sun 10 Nov 09:36:52 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-renovated-3br-1ba/7017662141.html,Newly Renovated 3br/1ba w/ loft in Spruce Hill,3br -, (UPENN/ University City/ Clark Park/Spruce Hill)
982,$1895,Sun 10 Nov 08:07:33 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7017624416.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
983,$1100,Sun 10 Nov 08:02:41 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-perfect-2-bedroom-in-west/7008749906.html,Perfect 2 bedroom in West Philadelphia!,2br -, (4714 Chestnut Street Unit B)
984,$1350,Sun 10 Nov 08:02:50 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-3-bedroom-15/7008771352.html,Beautiful 3 bedroom 1.5 bathroom apartment available in West Philly!,3br -, (47th and Chestnut)
985,$1895,Sun 10 Nov 11:53:13 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7017333445.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
986,$1895,Sun 10 Nov 09:19:14 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7017251386.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
987,$1695,Sun 10 Nov 05:28:52 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-ready-for-occupancy/7017197866.html,Ready for Occupancy: Radiant 2BD with Lovely Kitchen - Cool Location!,2br -, (University City)
988,$1695,Sun 10 Nov 05:27:25 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-splendid-2-bedroom-w/7017197910.html,"Splendid 2-Bedroom w. W/D, Updated Kitchen - Available NOW!",2br -, (University City)
989,$1215,Sun 10 Nov 05:14:20 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-adorable-studio-1-bath/7017198722.html,Adorable Studio/1-Bath w. Private GYM & Modern Finishes - Avail. NOW!,, (University City)
990,$1225,Sun 10 Nov 05:09:40 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-charming-studio-one/7017198224.html,Charming studio/one bathroom apartment in University City -Avail. NOW!,, (University City)
991,$1250,Sat 09 Nov 06:07:43 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-brand-new-1-bed/6997043868.html,"Beautiful, Brand New 1 Bed Apt. Available Nov. 1st!","1br -
                    700ft2 -"," (407 N 40th St, #202 Philadelphia, PA 19104 (West Powelton))"
992,$3250,Sat 09 Nov 02:56:20 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-2b/7016912176.html,1 Month Free rent for 2B/2BR 6 months or more November 2019,"2br -
                    1140ft2 -",
993,$700,Sat 09 Nov 02:15:58 PM,https://philadelphia.craigslist.org/roo/d/philadelphia-very-large-room-in-big/6997534034.html,VERY LARGE Room in Big Powelton House - Move In ASAP,1776ft2 -, (University City / Powelton Village)
994,$1889,Sat 09 Nov 01:24:03 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-1b/7016837668.html,1 Month Free rent for 1B/1BR 6 months or more for November 2019,"1br -
                    698ft2 -",
995,$1685,Sat 09 Nov 12:57:37 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for/7015474931.html,1 Month Free rent for leases 6 months or more for November 2019,427ft2 -,
996,$3140,Sat 09 Nov 12:02:32 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-2b/7015421316.html,1 Month Free rent for 2B/2BR 6 months or more November 2019,"2br -
                    958ft2 -",
997,$3140,Sat 09 Nov 11:12:48 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-2-bedroom-penthouse-1/7016726982.html,2- Bedroom Penthouse 1- Month Free! Philadelphia Close to Hospitals,"2br -
                    958ft2 -",
998,$1914,Sat 09 Nov 11:10:13 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-1-bedroom/7016725109.html,1 Month Free! 1- Bedroom- 36th and Market Philadelphia,"1br -
                    696ft2 -",
999,$1665,Sat 09 Nov 11:08:38 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-jr-1-bedroom-november/7016723843.html,Jr. 1- Bedroom November Promotion! 36th and Market (Close to Penn),582ft2 -,
1000,$3140,Sat 09 Nov 11:01:56 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-2b/7016718649.html,1 Month Free rent for 2B/2BR 6 months or more November 2019,"2br -
                    958ft2 -",
1001,$3140,Sat 09 Nov 10:28:37 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-2b/7008665386.html,1 Month Free rent for 2B/2BR 6 months or more  October 2019,"2br -
                    958ft2 -",
1002,$3705,Sat 09 Nov 10:19:51 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-2b/7016688074.html,1 Month Free rent for 2B/2BR 6 months or more November 2019,"2br -
                    1140ft2 -",
1003,$1685,Sat 09 Nov 09:55:28 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for/7016671928.html,1 Month Free rent for leases 6 months or more for November 2019,427ft2 -,
1004,$94900,Sat 09 Nov 08:58:36 AM,https://philadelphia.craigslist.org/reo/d/philadelphia-open-house-am-to-noon/7016640075.html,OPEN HOUSE 11/10/19 11 am to Noon,"5br -
                    1830ft2 -"," (3938 Aspen St, Philadelphia, PA 19104)"
1005,$1895,Fri 08 Nov 11:07:05 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7016535933.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
1006,$1269,Fri 08 Nov 10:55:32 PM,https://philadelphia.craigslist.org/sub/d/philadelphia-the-summit-availalbe/7016532762.html,The SUMMIT Availalbe IMMEDIATELY,1br -, (University City)
1007,$1275,Fri 08 Nov 04:44:34 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-available-november-15/7016343901.html,Available November 15: Charming Studio w. New Kitchen- University City,, (University City)
1008,$1889,Fri 08 Nov 04:35:20 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-1b/7013617774.html,1 Month Free rent for 1B/1BR 6 months or more for November 2019,"1br -
                    698ft2 -",
1009,$140,Fri 08 Nov 04:33:47 PM,https://philadelphia.craigslist.org/prk/d/philadelphia-university-city-associates/7016335642.html,University City Associates - Parking,," (University City, Walnut Hill)"
1010,$5895,Fri 08 Nov 02:50:29 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-hamco-convenient-to/7016224988.html,HamCo: Convenient To Everywhere & Perfect [[FOR YOU]],"5br -
                    1610ft2 -", (101 S. 39th Street - UPENN)
1011,$3095,Fri 08 Nov 02:47:11 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-want-to-see-whats-new/7016222126.html,Want To See What's New?,"2br -
                    1100ft2 -", (101 S. 39th Street - University City)
1012,$409900,Fri 08 Nov 02:45:19 PM,https://philadelphia.craigslist.org/reb/d/philadelphia-fabulous-investment/7016242611.html,Fabulous Investment! Incredible Belmont 5-Unit Bldg with GARAGE,, (Belmont)
1013,$3095,Fri 08 Nov 02:40:57 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-hey-upenn-hey-upenn-hey/7016226311.html,"HEY UPENN, HEY UPENN, HEY UPENN!! ðð","2br -
                    1100ft2 -", (101 S. 39th Street - University City)
1014,$3795,Fri 08 Nov 02:36:48 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-fomo-alert-click-here/7016199700.html,:: FOMO ALERT ::  CLICK HERE,"3br -
                    1310ft2 -", (101 S. 39th Street - University City)
