,Price,Posting_Date,URL,Description,Rooms_and_Sqft,Nearby_Location
1461,$1225,Mon 28 Oct 02:33:31 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-move-in-ready-fabulous/7008851852.html,"MOVE in READY! Fabulous Studio w. Private GYM, & New Kitchen",, (University City)
1462,$1695,Mon 28 Oct 02:14:39 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-incredible-2bd-with-lovely/7008834194.html,Incredible 2BD with Lovely Kitchen & Great Spots - Newly Updated!,2br -, (University City)
1463,$1695,Mon 28 Oct 02:15:25 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-terrific-2bd-1ba-w/7008834905.html,Terrific 2BD/1BA w. W/D Accessible + Modern Kitchen- Must See!,2br -, (University City)
1464,$1895,Mon 28 Oct 01:58:52 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7008819275.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
1465,$3140,Mon 28 Oct 01:32:12 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-2-bedroom-university-city/7007470779.html,"2- Bedroom University City, Philadelphia Close to Hospitals","2br -
                    958ft2 -",
1466,$1275,Mon 28 Oct 01:03:32 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-avail-mid-november-amazing/7008766343.html,Avail. Mid November: Amazing Studio w. HW Flooring - Pet Friendly!,, (University City)
1467,$3140,Mon 28 Oct 12:53:23 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-luxury-2-bedroom-1-month/7008756707.html,Luxury 2- Bedroom 1- Month Free University City Philadelphia,"2br -
                    958ft2 -",
1468,$1200,Mon 28 Oct 12:46:05 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-ready-to-move-in-lovely/7008749378.html,Ready to move-in: Lovely 1BDRM w. Stunning Skyline Views- Pets are OK!,1br -, (University City)
1469,$1250,Mon 28 Oct 12:42:50 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-sun-drenched-4-bed-1-bath/7008717257.html,"SUN DRENCHED 4 BED 1 BATH! C/A, W/D, H/W FLOOR & MORE! CALL NOW!!!!!!!",4br -, (621 N 33rd St>POWELTON>DREXEL>UPENN)
1470,$409900,Mon 28 Oct 12:35:06 PM,https://philadelphia.craigslist.org/reb/d/philadelphia-luxurious-5-unit-bldg-in/7008729076.html,Luxurious 5-Unit Bldg in Belmont  with Private Garage - MUST SEE,, (Belmont)
1471,$1895,Mon 28 Oct 12:33:14 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7008736809.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
1472,$1945,Mon 28 Oct 12:23:06 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-one-month-free-rent-on-6/7004577006.html,One Month Free Rent on 6 Month Lease or Higher 1B/1BR October 2019,"1br -
                    692ft2 -",
1473,$1100,Mon 28 Oct 12:12:46 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-spooky-price-drop-drexel/7008717196.html,"SPOOKY PRICE DROP! DREXEL/UPENN 2 Bed 1 Bath w/W/D, C/A & MORE!!",2br -, (3407 Wallace St > DREXEL > UNIVERSITY CITY)
1474,$2500,Mon 28 Oct 12:11:43 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-whoa-whoa/7008656521.html,"WHOA, WHOAâ¦","2br -
                    1100ft2 -", (101 S. 39th Street - University City)
1475,$1800,Thu 14 Nov 10:34:56 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-3-beds-bi-level-apt-wood/7020334593.html,*** 3 BEDS BI LEVEL APT **WOOD FLOORS  ****W&D* BLOCKS TO CLARK PARK,3br -, (UNIVERSITY CITY /CLARK PARK)
1476,$2400,Thu 14 Nov 10:29:20 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-5-beds-in-university-city/7020335045.html,** 5 BEDS IN UNIVERSITY CITY **CENTRAL AIR **CENTRAL HEAT **GRANITE,5br -, (UNIVERSITY CITY / CLARK PARK)
1477,$1500,Thu 14 Nov 10:03:05 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-3-beds-apt-in-university/7020330931.html,******** 3 BEDS  APT IN UNIVERSITY CITY *****BLOCKS TO CLARK PARK ***,3br -, (UNIVERSITY CITY / CLARK PARK)
1478,$1000,Thu 14 Nov 10:03:29 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-month-to-month-or-long/7020331070.html,** MONTH TO MONTH OR LONG TERM **CHARMING STUDIO IN U CITY ***,, (UNIVERSITY CITY / CLARK PARK)
1479,$2000,Thu 14 Nov 09:55:30 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-renovated-apt-in/7020325843.html,*********** RENOVATED APT IN UNIVERSITY CITY ***********,4br -, (UNIVERSITY CITY / CLARK PARK)
1480,$2000,Thu 14 Nov 09:49:28 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-renovated-apt-in/7020326204.html,**** NEWLY RENOVATED APT IN UNIVERSITY CITY ***CENTRAL AIR ***,4br -, (UNIVERSITY CITY / CLARK PARK)
1481,$2500,Mon 28 Oct 11:17:55 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-upenn-off-campus-checklist/7008659422.html,UPENN OFF-CAMPUS CHECKLISTâ¦. ââ,"2br -
                    1100ft2 -", (101 S. 39th Street - UPENN)
1482,$1945,Mon 28 Oct 11:05:11 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bedroom-university-city/7007428808.html,"1- Bedroom University City, Philadelphia Close to Hospitals/ CHOP","1br -
                    692ft2 -",
1483,$1100,Thu 14 Nov 07:53:47 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-3-bedroom-apt-in/7020271758.html,ð 3 BEDROOM APT IN UNIVERSITY CITY!! Open Floor Plan!!,"3br -
                    1200ft2 -", (4723 Kingsessing Ave)
1484,$1100,Thu 14 Nov 07:51:00 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-3-bedroom-apt-in/7020271864.html,ð 3 BEDROOM APT IN UNIVERSITY CITY!! Open Floor Plan!!,"3br -
                    1200ft2 -", (4723 Kingsessing Ave)
1485,$5500,Mon 28 Oct 10:55:24 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-hey-penn-students-time-to/7008645682.html,ðð» HEY PENN STUDENTS ðð»  TIME TO MAKE THE MOVE TO HAMCO,"5br -
                    1610ft2 -", (101 S. 39th Street - University City)
1486,$675,Thu 14 Nov 07:34:55 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-west-philly-studio-with/7020267198.html,â¨ West Philly Studio with Modern Kitchen & Update Bathroom!OPEN LAYOUT,575ft2 -, (5013 Cedar Ave - 2F)
1487,$675,Thu 14 Nov 07:35:11 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-west-philly-studio-with/7020267343.html,â¨ West Philly Studio with Modern Kitchen & Update Bathroom!OPEN LAYOUT,575ft2 -, (5013 Cedar Ave - 2F)
1488,$1945,Mon 28 Oct 10:52:56 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bedroom-university-city/7008643647.html,"1- Bedroom University City, Philadelphia Close to Penn and Drexel","1br -
                    692ft2 -",
1489,$3450,Mon 28 Oct 10:52:14 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-ready-set-hamco/7008642991.html,"Ready, Set, HAMCO","3br -
                    1310ft2 -", (101 S. 39th Street - UPENN)
1490,$3450,Mon 28 Oct 10:46:13 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-fomo-alert-click-here/7008638320.html,:: FOMO ALERT ::  CLICK HERE,"3br -
                    1310ft2 -", (101 S. 39th Street - University City)
1491,$5500,Mon 28 Oct 10:39:38 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-hamco-just-got-waaaaaaaay/7008623609.html,HamCo just got WAAAAAAAAY better! ð¯,"5br -
                    1610ft2 -", (101 S. 39th Street - University City)
1492,$2500,Mon 28 Oct 10:39:40 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-you-asked-we-delivered/7008633175.html,You [ASKED]    ð¥   We [Delivered]    ð¥  HamCo Is Here For You!   ð¥,"2br -
                    1100ft2 -", (101 S. 39th Street - University City)
1493,$3450,Mon 28 Oct 10:35:20 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-prevent-the-burn-out-come/7008629666.html,Prevent the burn out â¦.  Come to HAMCO ð¥ð¥,"3br -
                    1310ft2 -", (101 S. 39th Street - UPENN)
1494,$2500,Mon 28 Oct 10:29:42 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-big-news-hamco/7008621345.html,ð¯ BIG NEWS: HamCo,"2br -
                    1100ft2 -", (101 S. 39th Street - UPENN)
1495,$1910,Mon 28 Oct 10:21:09 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-promo-1-br/7002000617.html,1- Month Free Promo  1- BR Arrive University City- Immediate Move- In,"1br -
                    692ft2 -",
1496,$3450,Mon 28 Oct 10:22:03 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-check-out-hamco-things-are/7008619339.html,ð¥ð¥Check out HamCoâ¦ Things are HEATING UPð¥ð¥,"3br -
                    1310ft2 -", (101 S. 39th Street - University City)
1497,$1914,Mon 28 Oct 10:22:30 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-bedroom-university-city/7008619694.html,"1- Bedroom University City, Philadelphia Close to Hospitals/ CHOP","1br -
                    696ft2 -",
1498,$1690,Mon 28 Oct 10:17:22 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-studio-apartment-amazing/7008615708.html,"Studio Apartment, Amazing Value! Close to Transportation, Drexel, Penn",415ft2 -,
1499,$1914,Mon 28 Oct 10:14:03 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-1-month-free-rent-for-1b/7008613277.html,1 Month Free rent for 1B/1BR 6 months or more for October 2019,"1br -
                    696ft2 -",
1500,$3350,Mon 28 Oct 09:10:27 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-7-bedroom-3-bathroom-house/7008570784.html,7 Bedroom / 3 Bathroom House - USciences Campus,"7br -
                    2000ft2 -", (41st & Woodland Ave)
1501,$1805,Mon 28 Oct 09:05:28 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-studio-in/6989130058.html,Beautiful Studio in University City Available for Move-In Fall 2019,582ft2 -,
1502,$1100,Thu 14 Nov 12:59:34 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-three-bedroom-apartment/7019984009.html,ð THREE BEDROOM APARTMENT WITH SPACIOUS LIVING AREA CLOSE TO PENN!,"3br -
                    1200ft2 -"," (4723 Kingsessing Ave, Philadelphia, PA)"
1503,$675,Thu 14 Nov 12:55:53 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-cozy-studio-apartment/7019980983.html,ð  COZY STUDIO APARTMENT LOCATED IN WEST PHILADELPHIA!,575ft2 -," (5013 Cedar Ave - 2F, Philadelphia, PA)"
1504,$675,Thu 14 Nov 10:07:57 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-cozy-studio-located-in/7018521888.html,â­â­â­ COZY STUDIO LOCATED IN CEDAR PARK/WEST PHILLY!!!!  â­â­â­,575ft2 -, (CEDAR PARK/WEST PHILLY)
1505,$675,Thu 14 Nov 10:02:58 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-cozy-studio-located-in/7017358228.html,â­â­â­ COZY STUDIO LOCATED IN CEDAR PARK/WEST PHILLY!!!!  â­â­â­,575ft2 -, (CEDAR PARK/WEST PHILLY)
1506,$675,Thu 14 Nov 09:47:14 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-cozy-studio-located-in/7019834104.html,â­â­â­ COZY STUDIO LOCATED IN CEDAR PARK/WEST PHILLY!!!!  â­â­â­,575ft2 -, (CEDAR PARK/WEST PHILLY)
1507,$1100,Wed 13 Nov 08:08:44 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-three-bedroom-apartment/7019636128.html,âï¸ THREE BEDROOM APARTMENT near UNIVERSITY CITY!! Open Floor Plan!,"3br -
                    1200ft2 -", (4723 Kingsessing Ave)
1508,$1100,Wed 13 Nov 08:08:57 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-three-bedroom-apartment/7019636236.html,âï¸ THREE BEDROOM APARTMENT near UNIVERSITY CITY!! Open Floor Plan!,"3br -
                    1200ft2 -", (4723 Kingsessing Ave)
1509,$675,Wed 13 Nov 08:00:35 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-look-here-cozy-studio-in/7019632068.html,â¤ï¸LOOK HERE! Cozy Studio in Cedar Park nearby Baltimore Ave,575ft2 -, (5013 Cedar Ave - 2F)
1510,$675,Wed 13 Nov 08:00:47 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-look-here-cozy-studio-in/7019632155.html,â¤ï¸LOOK HERE! Cozy Studio in Cedar Park nearby Baltimore Ave,575ft2 -, (5013 Cedar Ave - 2F)
1511,$675,Wed 13 Nov 10:23:45 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-cozy-studio-located-in/7016970281.html,â­â­â­ COZY STUDIO LOCATED IN CEDAR PARK/WEST PHILLY!!!!  â­â­â­,575ft2 -, (CEDAR PARK/WEST PHILLY)
1512,$700,Sun 27 Oct 10:44:07 PM,https://philadelphia.craigslist.org/roo/d/philadelphia-cute-cozy-1-br-available/7008453589.html,"Cute, cozy 1 br available in 10 br townhouse in University City",, (Philadelphia)
1513,$1025,Sun 27 Oct 08:27:08 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-large-1br-apt-available/6992215729.html,***** Large 1BR Apt available near UPenn ******,1br -, (University City/ UPenn)
1514,$1895,Sun 27 Oct 08:14:47 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7008393722.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
1515,$600,Sun 27 Oct 08:10:34 PM,https://philadelphia.craigslist.org/roo/d/philadelphia-roommate-wanted/7008348820.html,Roommate wanted,, (University city)
1516,$1000,Tue 12 Nov 10:23:48 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-month-to-month-or-long/7019040056.html,** MONTH TO MONTH OR LONG TERM **CHARMING STUDIO IN U CITY ***,, (UNIVERSITY CITY / CLARK PARK)
1517,$1100,Tue 12 Nov 10:21:03 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-apt-in-city-blocks/7019039141.html,****** GREAT APT IN U CITY **BLOCKS TO CLARK PARK **,1br -, (UNIVERSITY CITY /CLARK PARK)
1518,$1000,Tue 12 Nov 09:55:39 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-month-to-month-or-long/7019030369.html,** MONTH TO MONTH OR LONG TERM **CHARMING STUDIO IN U CITY ***,, (UNIVERSITY CITY / CLARK PARK)
1519,$1800,Tue 12 Nov 08:44:43 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-charming-apt-in-university/7018995712.html,*******CHARMING  APT IN UNIVERSITY CITY **BLOCKS TO CLARK PARK ***,3br -, (UNIVERSITY CITY / CLARK PARK)
1520,$1100,Tue 12 Nov 08:33:45 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-great-apt-in-city-blocks/7018989477.html,****** GREAT APT IN U CITY **BLOCKS TO CLARK PARK **,1br -, (UNIVERSITY CITY /CLARK PARK)
1521,$1800,Tue 12 Nov 08:34:10 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-charming-apt-in-university/7018990661.html,*******CHARMING  APT IN UNIVERSITY CITY **BLOCKS TO CLARK PARK ***,3br -, (UNIVERSITY CITY / CLARK PARK)
1522,$2400,Tue 12 Nov 08:27:59 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-5-beds-in-university-city/7018991101.html,** 5 BEDS IN UNIVERSITY CITY **CENTRAL AIR **CENTRAL HEAT **GRANITE,5br -, (UNIVERSITY CITY / CLARK PARK)
1523,$675,Tue 12 Nov 08:20:30 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-studio-apartment-with-open/7018990313.html,ð° STUDIO APARTMENT WITH OPEN LAYOUT LOCATED IN CEDAR PARK!,575ft2 -," (5013 Cedar Ave - 2F, Philadelphia, PA)"
1524,$1100,Tue 12 Nov 07:52:24 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-3br-15-bath-apartment-with/7018976339.html,ð 3BR/1.5 BATH APARTMENT WITH EASY ACCESS TO SEPTA!,"3br -
                    1200ft2 -"," (4723 Kingsessing Ave, Philadelphia, PA)"
1525,$1100,Tue 12 Nov 07:00:29 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-3bd-apartment-in/7018948541.html,ð 3Bd Apartment in UNIVERSITY CITY - Nearby SEPTA -,"3br -
                    1200ft2 -", (4723 Kingsessing Ave)
1526,$1100,Tue 12 Nov 07:00:43 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-3bd-apartment-in/7018948678.html,ð 3Bd Apartment in UNIVERSITY CITY - Nearby SEPTA -,"3br -
                    1200ft2 -", (4723 Kingsessing Ave)
1527,$675,Tue 12 Nov 06:51:38 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-west-philly-cozy-studio/7018939663.html,ð¨ West Philly Cozy Studio with Moden Kitchen & Open Layout!,575ft2 -, (5013 Cedar Ave - 2F)
1528,$675,Tue 12 Nov 05:24:58 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-cozy-studio-apartment/7018889084.html,ð® COZY STUDIO APARTMENT BLOCKS FROM BALTIMORE AVE!,575ft2 -," (5013 Cedar Ave - 2F, Philadelphia, PA)"
1529,$1100,Tue 12 Nov 05:06:19 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-three-bedroom-apartment/7018875443.html,ð¯ THREE BEDROOM APARTMENT WITH BACKYARD NEAR PENN CAMPUS!,"3br -
                    1200ft2 -"," (4723 Kingsessing Ave, Philadelphia, PA)"
1530,$1295,Sun 27 Oct 05:11:34 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-4br-house-located-in-west/7005596515.html,4BR House Located in West Philadelphia!!,4br -, (Philadelphia)
1531,$1895,Sun 27 Oct 11:40:54 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7008075279.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
1532,$1100,Mon 11 Nov 08:30:43 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-look-here-3bd-in/7018321798.html,â¡ï¸ LOOK HERE! 3Bd in University City - Walk to USciences!,"3br -
                    1200ft2 -", (4723 Kingsessing Ave)
1533,$1100,Mon 11 Nov 08:30:24 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-look-here-3bd-in/7018321644.html,â¡ï¸ LOOK HERE! 3Bd in University City - Walk to USciences!,"3br -
                    1200ft2 -", (4723 Kingsessing Ave)
1534,$1295,Sun 27 Oct 10:57:33 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-4br-house-located-in-west/7006745582.html,4BR House Located in West Philadelphia!!,3br -, (Philadelphia)
1535,$675,Mon 11 Nov 03:47:27 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-cozy-studio-apartment-in/7018136147.html,ð COZY STUDIO APARTMENT IN CEDAR PARK!,575ft2 -," (5013 Cedar Ave - 2F, Philadelphia, PA)"
1536,$1895,Sun 27 Oct 09:35:27 AM,https://philadelphia.craigslist.org/apa/d/philadelphia-beautiful-renovated-2br-in/7008009972.html,Beautiful renovated 2Br In Prime Location!  Private Balcony!,"2br -
                    1000ft2 -", (University City/ UPENN)
1537,$1100,Mon 11 Nov 03:22:41 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-three-bedroom-apartment/7018115733.html,ð° THREE BEDROOM APARTMENT LOCATED CLOSE TO UNIVERSITY CITY!,"3br -
                    1200ft2 -"," (4723 Kingsessing Ave, Philadelphia, PA)"
1538,$2000,Sun 10 Nov 08:47:42 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-newly-renovated-apartment/7017641496.html,*** NEWLY RENOVATED APARTMENT IN UNIVERSITY CITY ****,4br -, (UNIVERSITY CITY / CLARK PARK)
1539,$1100,Sun 10 Nov 06:49:54 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-3br-15-bath-apartment/7017588281.html,ð£ 3BR/1.5 BATH APARTMENT LOCATED CLOSE TO UPENN CAMPUS!,"3br -
                    1200ft2 -"," (4723 Kingsessing Ave, Philadelphia, PA)"
1540,$1100,Sun 10 Nov 03:59:39 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-3-bedroom-near-university/7017485406.html,ð 3 Bedroom near -UNIVERSITY CITY - with Hardwood Floors,"3br -
                    1200ft2 -", (4723 Kingsessing Ave)
1541,$1100,Sun 10 Nov 03:57:51 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-3-bedroom-near-university/7017485523.html,ð 3 Bedroom near -UNIVERSITY CITY - with Hardwood Floors,"3br -
                    1200ft2 -", (4723 Kingsessing Ave)
1542,$1295,Sat 26 Oct 09:58:32 PM,https://philadelphia.craigslist.org/apa/d/philadelphia-4br-house-located-in-west/7004571902.html,4BR House Located in West Philadelphia!!,4br -, (Philadelphia)
